citing_index	cited_index	depth	citing_opinion_id	cited_opinion_id	citing_decision_name	court	docket_id	cluster_id	cited_decision_name	overruled	notes
21	0	4	103557	99670	Edwards v. California,314 U.S. 160  (1941)	scotus	263902	103557	United States v. Wheeler (1920)	no	
21	1	2	103557	96885	Edwards v. California,314 U.S. 160  (1941)	scotus	263902	103557	Twining v. New Jersey (1908)	no	
21	2	2	103557	87885	Edwards v. California,314 U.S. 160  (1941)	scotus	263902	103557	Crandall v. Nevada (1868)	no	
21	3	2	103557	102529	Edwards v. California,314 U.S. 160  (1941)	scotus	263902	103557	Colgate v. Harvey (1935)	no	
21	-	0	103557	86014	Edwards v. California,314 U.S. 160  (1941)	scotus	263902	103557	Mayor of New York v. Miln (1837) 	yes	* cite not in courtlistener
22	0	3	103505	101453	Nye v. United States,313 U.S. 33  (1941)	scotus	25924	103505	Sinclair v. United States (1929)	no	
22	1	2	103505	99206	Nye v. United States,313 U.S. 33  (1941)	scotus	25924	103505	Toledo Newspaper Co. v. United States (1918)	yes	
22	2	2	103505	88890	Nye v. United States,313 U.S. 33  (1941)	scotus	25924	103505	Ex Parte Robinson (1874)	no	
22	3	2	103505	92542	Nye v. United States,313 U.S. 33  (1941)	scotus	25924	103505	Savin (1889)	no	
22	4	2	103505	92543	Nye v. United States,313 U.S. 33  (1941)	scotus	25924	103505	Cuddy (1889)	no	
23	0	5	103522	101315	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Ribnik v. McBride (1928)	yes	
23	1	2	103522	100181	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Adkins v. Children's Hospital of Columbia (1923)	no	
23	2	2	103522	101029	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Tyson & Brother v. Banton (1927)	no	
23	3	1	103522	101356	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Williams v. Standard Oil Co. of La. (1929)	no	
23	4	1	103522	102681	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Morehead v. New York Ex Rel. Tipaldo (1936)	no	
23	5	1	103522	101511	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Tagg Bros. & Moorhead v. United States (1930)	no	
23	6	1	103522	101636	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	O'Gorman & Young, Inc. v. Hartford Fire Ins. Co. (1931)	no	
23	7	1	103522	102224	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Nebbia v. New York (1934)	no	
23	8	1	103522	102322	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Hegeman Farms Corp. v. Baldwin (1934)	no	
23	9	1	103522	102602	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	BORDEN’S FARM PRODUCTS CO., INC. v. TEN EYCK, COMMISSIONER OF AGRICULTURE & MARKETS OF NEW YORK, Et Al. (1936)	no	
23	10	1	103522	102402	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Baldwin v. G. A. F. Seelig, Inc. (1935)	no	
23	11	1	103522	102603	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Mayflower Farms, Inc. v. Ten Eyck (1936)	no	
23	12	1	103522	102784	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	West Coast Hotel Co. v. Parrish (1937)	no	
23	13	1	103522	102835	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Townsend v. Yeomans (1937)	no	
23	14	1	103522	103191	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Mulford v. Smith (1939)	no	
23	15	1	103522	103133	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Currin v. Wallace (1939)	no	
23	16	1	103522	103227	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	United States v. Rock Royal Co-Operative, Inc. (1939)	no	
23	17	1	103522	103362	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Sunshine Anthracite Coal Co. v. Adkins (1940)	no	
23	18	1	103522	103442	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	United States v. Darby (1941)	no	
23	19	1	103522	98749	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Brazee v. Michigan (1916)	no	
23	20	1	103522	101887	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	New State Ice Co. v. Liebmann (1932)	no	
23	21	1	103522	102713	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Old Dearborn Distributing Co. v. Seagram-Distillers Corp. (1936)	no	
23	22	1	103522	102662	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Carter v. Carter Coal Co. (1936)	no	
23	23	1	103522	101413	Olsen v. Nebraska ex rel. Western Reference & Bond Ass’n,313 U.S. 236  (1941)	scotus	122651	103522	Highland v. Russell Car & Snow Plow Co. (1929)	no	
24	0	6	103555	90350	Toucey v. New York Life Insurance Co.,314 U.S. 118  (1941)	scotus	339919	103555	Dietzsch v. Huidekoper (1881)	no	
24	1	6	103555	100061	Toucey v. New York Life Insurance Co.,314 U.S. 118  (1941)	scotus	339919	103555	Kline v. Burke Construction Co. (1922)	no	
24	2	4	103555	96399	Toucey v. New York Life Insurance Co.,314 U.S. 118  (1941)	scotus	339919	103555	Gunter v. Atlantic Coast Line Railroad (1906)	no	
24	3	4	103555	89070	Toucey v. New York Life Insurance Co.,314 U.S. 118  (1941)	scotus	339919	103555	French v. Hay (1875)	no	
24	4	4	103555	89712	Toucey v. New York Life Insurance Co.,314 U.S. 118  (1941)	scotus	339919	103555	Dial v. Reynolds (1878)	no	
24	5	4	103555	99752	Toucey v. New York Life Insurance Co.,314 U.S. 118  (1941)	scotus	339919	103555	Supreme Tribe of Ben-Hur v. Cauble (1921)	yes	
24	6	4	103555	93714	Toucey v. New York Life Insurance Co.,314 U.S. 118  (1941)	scotus	339919	103555	Root v. Woolworth (1893)	no	
24	7	4	103555	95802	Toucey v. New York Life Insurance Co.,314 U.S. 118  (1941)	scotus	339919	103555	Prout v. Starr (1903)	no	
25	0	2	103493	95346	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	Scranton v. Wheeler (1900)	no	
25	1	2	103493	97899	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	United States v. Chandler-Dunbar Water Power Co. (1913)	no	
25	2	1	103493	95793	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	United States v. Lynah (1903)	yes	
25	3	1	103493	98902	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	United States v. Cress (1917)	no	
25	4	1	103493	87748	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	Gilman v. Philadelphia (1866)	no	
25	5	1	103493	94650	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	Gibson v. United States (1897)	no	
25	6	1	103493	103413	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	United States v. Appalachian Electric Power Co. (1941)	no	
25	7	1	103493	87367	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	State of Alabama v. State of Georgia (1860)	no	
25	8	1	103493	98436	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	Greenleaf Johnson Lumber Co. v. Garrison (1915)	no	
25	9	1	103493	98694	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	Willink v. United States (1916)	no	
25	10	1	103493	97900	United States v. Chicago, Milwaukee, St. Paul & Pacific Railroad,312 U.S. 592  (1941)	scotus	275019	103493	Lewis Blue Point Oyster Cultivation Co. v. Briggs (1913)	no	
26	0	4	103442	103133	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Currin v. Wallace (1939)	no	
26	1	3	103442	2516349	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Reid v. Colorado (1902)	no	
26	2	3	103442	103191	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Mulford v. Smith (1939)	no	
26	3	2	103442	98832	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Clark Distilling Co. v. Western Maryland Railway Co. (1917)	no	
26	4	2	103442	98608	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Seven Cases of Eckman's Alternative v. United States (1916)	no	
26	5	2	103442	99412	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	United States v. Ferger (1919)	no	
26	6	2	103442	100469	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	James Everard's Breweries v. Day (1924)	no	
26	7	2	103442	98232	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Houston, East & West Texas Railway Co. v. United States (1914)	no	
26	8	2	103442	99906	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Wisconsin RR Comm. v. C., B. & QRR CO. (1922)	no	
26	9	2	103442	102204	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Local 167, International Brotherhood of Teamsters v. United States (1934)	no	
26	10	2	103442	97451	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Balt. & Ohio RR v. Int. Com. Comm. (1911)	no	
26	11	2	103442	100188	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Board of Trade of Chicago v. Olsen (1923)	no	
26	12	2	103442	2621060	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Bunting v. Oregon (1917)	no	
26	-	1	103442	99190	United States v. Darby,312 U.S. 100  (1941)	scotus	2545547	103442	Hammer v. Dagenhart (1918)	yes	* not extracted
27	0	4	103639	2620693	Graves v. Schmidlapp,315 U.S. 657  (1942)	scotus	76615	103639	Bullen v. Wisconsin (1916)	no	
27	1	3	103639	103220	Graves v. Schmidlapp,315 U.S. 657  (1942)	scotus	76615	103639	Graves v. Elliott (1939)	no	
27	2	2	103639	100955	Graves v. Schmidlapp,315 U.S. 657  (1942)	scotus	76615	103639	Wachovia Bank & Trust Co. v. Doughton (1926)	yes	
27	3	2	103639	103219	Graves v. Schmidlapp,315 U.S. 657  (1942)	scotus	76615	103639	Curry v. McCanless (1939)	no	
27	4	2	103639	96658	Graves v. Schmidlapp,315 U.S. 657  (1942)	scotus	76615	103639	Chanler v. Kelsey (1907)	no	
27	5	2	103639	95546	Graves v. Schmidlapp,315 U.S. 657  (1942)	scotus	76615	103639	Orr v. Gilman (1902)	no	
27	6	2	103639	101237	Graves v. Schmidlapp,315 U.S. 657  (1942)	scotus	76615	103639	Saltonstall v. Saltonstall (1928)	no	
27	7	2	103639	101277	Graves v. Schmidlapp,315 U.S. 657  (1942)	scotus	76615	103639	Blodgett v. Silberman (1928)	no	
28	0	10	103736	96454	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Haddock v. Haddock (1906)	yes	
28	1	6	103736	95457	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Atherton v. Atherton (1901)	no	
28	2	5	103736	87830	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Christmas v. Russell (1866)	no	
28	3	5	103736	95458	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Bell v. Bell (1901)	no	
28	4	4	103736	102404	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Alaska Packers Assn. v. Industrial Accident Comm'n of Cal. (1935)	no	
28	5	4	103736	98476	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Hood v. McGehee (1915)	no	
28	6	4	103736	102412	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Broderick v. Rosner (1935)	no	
28	7	4	103736	97084	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Fall v. Eastin (1909)	no	
28	8	4	103736	96865	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Fauntleroy v. Lum (1908)	no	
28	9	4	103736	103417	Williams v. North Carolina,317 U.S. 287  (1942)	scotus	82108	103736	Milliken v. Meyer (1941)	no	
29	0	2	103761	101495	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Johnson v. United States Shipping Bd. Emergency Fleet Corporation (1930)	yes	
29	1	1	103761	102049	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Vancouver Steamship Co. v. Rice (1933)	no	
29	2	1	103761	102479	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	The Admiral Peoples (1935)	no	
29	3	1	103761	100968	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Eastern Transportation Co. v. United States (1927)	no	
29	4	1	103761	101230	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	United States Shipping Bd. Emergency Fleet Corporation v. Rosenberg Brothers & Co. (1928)	no	
29	5	1	103761	99419	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	The Lake Monroe (1919)	no	
29	6	1	103761	99982	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Sloan Shipyards Corp. v. United States Shipping Bd. Emergency Fleet Corporation (1922)	no	
29	7	1	103761	103165	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Keifer & Keifer v. Reconstruction Finance Corp. (1939)	no	
29	8	1	103761	103302	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Federal Housing Administration, Region No. 4 v. Burr (1940)	no	
29	9	1	103761	102452	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Federal Land Bank v. Priddy (1935)	no	
29	10	1	103761	103439	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Reconstruction Finance Corporation v. JG Menihan Corp. (1941)	no	
29	11	1	103761	99972	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Dahn v. Davis (1922)	no	
29	12	1	103761	93000	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Guaranty Trust and Safe Deposit Co. v. Green Cove Springs and Melrose Railroad (1891)	no	
29	13	1	103761	103284	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Yearsley v. W. A. Ross Construction Co. (1940)	no	
29	14	1	103761	95660	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Minnesota v. Hitchcock (1902)	no	
29	15	1	103761	84992	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Dunlop v. Munroe (1812)	no	
29	16	1	103761	92277	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Robertson v. Sichel (1888)	no	
29	17	1	103761	94400	Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)	scotus	1507628	103761	Spalding v. Vilas (1896)	no	
30	0	6	103831	103705	Murdock v. Pennsylvania,319 U.S. 105 (1943)	scotus	463562	103831	Jones v. Opelika (1942)	yes	
30	1	4	103831	103355	Murdock v. Pennsylvania,319 U.S. 105 (1943)	scotus	463562	103831	Cantwell v. Connecticut (1940)	no	
30	2	3	103831	102601	Murdock v. Pennsylvania,319 U.S. 105 (1943)	scotus	463562	103831	Grosjean v. American Press Co. (1936)	no	
30	3	3	103831	101773	Murdock v. Pennsylvania,319 U.S. 105 (1943)	scotus	463562	103831	Near v. Minnesota Ex Rel. Olson (1931)	no	
31	0	11	103869	103816	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Board of County Commissioners v. Seber (1943)	no	* duplicated cluster_id: 2540705
31	1	9	103869	102466	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Superintendent of Five Civilized Tribes v. Commissioner (1935)	no	
31	2	8	103869	101272	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Shaw v. Gibson-Zahniser Oil Corp. (1928)	no	
31	3	6	103869	103192	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	United States Trust Co. v. Helvering (1939)	no	
31	4	6	103869	97425	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Tiger v. Western Investment Co. (1911)	no	
31	5	5	103869	102986	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Helvering v. Mountain Producers Corp. (1938)	no	
31	6	4	103869	95792	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	United States v. Rickert (1903)	no	
31	7	4	103869	103172	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Graves v. New York Ex Rel. O'Keefe (1939)	no	
31	8	4	103869	99097	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Brader v. James (1918)	no	
31	9	4	103869	98296	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Choctaw, Oklahoma & Gulf Railroad v. Harrison (1914)	no	
31	10	4	103869	98689	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Indian Territory Illuminating Oil Co. v. Oklahoma (1916)	no	
31	11	4	103869	100916	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Jaybird Mining Co. v. Weir (1926)	no	
31	12	4	103869	99897	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Gillespie v. Oklahoma (1922)	no	
31	13	4	103869	101499	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Carpenter v. Shaw (1930)	no	
31	14	4	103869	97639	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	Choate v. Trapp (1912)	no	
31	15	4	103869	99118	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	McCurdy v. United States (1918)	no	
31	-	3	103869	100830	Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)	scotus	263995	103869	 Childers v. Beaver (1926)	yes	* not extracted
32	0	11	103870	103373	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Minersville School District v. Gobitis (1940)	yes	
32	1	7	103870	102334	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Hamilton v. Regents of the University of California (1934)	no	
32	2	2	103870	100694	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Pierce v. Society of Sisters (1925)	no	
32	3	1	103870	101741	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Stromberg v. California (1931)	no	
32	4	1	103870	103705	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Jones v. Opelika (1942)	no	
32	5	1	103870	102580	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	United States v. Butler (1936)	no	
32	6	1	103870	103017	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	United States v. Carolene Products Co. (1938)	no	
32	7	1	103870	96087	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Missouri, Kansas & Texas Railway Co. v. May (1904)	no	
32	8	1	103870	96042	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Rippey v. Texas (1904)	no	
32	9	1	103870	103508	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Skiriotes v. Florida (1941)	no	
32	10	1	103870	102879	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Palko v. Connecticut (1937)	no	
32	11	1	103870	91054	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Hurtado v. California (1884)	no	
32	12	1	103870	96230	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Jacobson v. Massachusetts (1905)	no	
32	13	1	103870	1303501	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Shoemaker v. Keely (1793)	no	
32	14	1	103870	101011	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Farrington, Governor v. T. Tokushige (1927)	no	
32	15	1	103870	99296	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Schenck v. United States (1919)	no	
32	16	1	103870	103795	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Helvering v. Griffiths (1943)	no	
32	17	1	103870	99053	West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)	scotus	174195	103870	Selective Draft Law Cases (1918)	no	
33	0	5	103915	103633	Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)	scotus	193031	103915	Federal Power Commission v. Natural Gas Pipeline Co. (1942)	no	
33	1	4	103915	101364	Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)	scotus	193031	103915	United Fuel Gas Co. v. Railroad Commission (1929)	no	
33	2	4	103915	102280	Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)	scotus	193031	103915	Columbus Gas & Fuel Co. v. Public Util. Comm'n of Ohio (1934)	no	
33	3	3	103915	102091	Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)	scotus	193031	103915	Los Angeles Gas & Electric Corp. v. Railroad Commission (1933)	no	
33	4	3	103915	102270	Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)	scotus	193031	103915	Dayton Power & Light Co. v. Public Utilities Commission (1934)	no	
33	5	3	103915	92743	Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)	scotus	193031	103915	Chicago, Milwaukee & St. Paul Railway Co. v. Minnesota (1890)	no	
33	-	2	103915	101492	Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)	scotus	193031	103915	United Rs. & Elec. Co. of Baltimore v. West (1930)	yes	* not extracted
34	0	11	103927	95840	Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)	scotus	276514	103927	The Osceola (1903)	no	
34	1	7	103927	100007	Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)	scotus	276514	103927	Carlisle Packing Co. v. Sandanger (1922)	no	
34	2	6	103927	103121	Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)	scotus	276514	103927	Socony-Vacuum Oil Co. v. Smith (1939)	no	
34	3	5	103927	101292	Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)	scotus	276514	103927	"Plamals v. S. S. ""Pinar Del Rio"" (1928)"	yes	
34	4	4	103927	102648	Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)	scotus	276514	103927	The Arizona v. Anelich (1936)	no	
35	0	5	103916	101696	Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)	scotus	1209308	103916	Carbice Corp. of America v. American Patents Development Corp. (1931)	no	
35	1	2	103916	97018	Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)	scotus	1209308	103916	Leeds & Catlin Company v. Victor Talking Machine Company (No. 2) (1909)	yes	
35	2	2	103916	102889	Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)	scotus	1209308	103916	Leitch Manufacturing Co. v. Barber Co. (1938)	no	
35	3	2	103916	98917	Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)	scotus	1209308	103916	Motion Picture Patents Co. v. Universal Film Manufacturing Co. (1917)	no	
35	4	2	103916	103578	Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)	scotus	1209308	103916	B. B. Chemical Co. v. Ellis (1942)	no	
35	5	2	103916	103678	Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)	scotus	1209308	103916	United States v. Masonite Corp. (1942)	no	
36	0	7	103962	103531	Smith v. Allwright,321 U.S. 649  (1944)	scotus	441589	103962	United States v. Classic (1941)	no	
36	1	6	103962	102431	Smith v. Allwright,321 U.S. 649  (1944)	scotus	441589	103962	Grovey v. Townsend (1935)	yes	
36	2	5	103962	101911	Smith v. Allwright,321 U.S. 649  (1944)	scotus	441589	103962	Nixon v. Condon (1932)	no	
36	3	4	103962	3981612	Smith v. Allwright,321 U.S. 649  (1944)	scotus	441589	103962	Bell v. Hill (1934)	no	
37	0	3	104285	101446	Girouard v. United States,328 U.S. 61  (1946)	scotus	443088	104285	United States v. Schwimmer (1929)	yes	
37	1	2	104285	101765	Girouard v. United States,328 U.S. 61  (1946)	scotus	443088	104285	United States v. MacIntosh (1931)	yes	
37	2	2	104285	101766	Girouard v. United States,328 U.S. 61  (1946)	scotus	443088	104285	United States v. Bland (1931)	yes	
37	3	2	104285	103367	Girouard v. United States,328 U.S. 61  (1946)	scotus	443088	104285	Apex Hosiery Co. v. Leader (1940)	no	
38	0	6	104380	3663548	Angel v. Bullington,330 U.S. 183  (1947)	scotus	444842	104380	Bullington v. . Angel (1941)	no	
38	1	4	104380	1116658	Angel v. Bullington,330 U.S. 183  (1947)	scotus	444842	104380	Guaranty Trust Co. v. York (1945)	no	
38	2	3	104380	97674	Angel v. Bullington,330 U.S. 183  (1947)	scotus	444842	104380	David Lupton's Sons Co. v. Automobile Club of America (1912)	yes	
38	3	3	104380	103012	Angel v. Bullington,330 U.S. 183  (1947)	scotus	444842	104380	Erie Railroad v. Tompkins (1938)	no	
39	0	14	2764117	104139	Sherrer v. Sherrer,334 U.S. 343  (1948)	scotus	2618367	2764117	Williams v. North Carolina (1945)	no	
39	1	10	2764117	103096	Sherrer v. Sherrer,334 U.S. 343  (1948)	scotus	2618367	2764117	Stoll v. Gottlieb (1938)	no	
39	2	10	2764117	103736	Sherrer v. Sherrer,334 U.S. 343  (1948)	scotus	2618367	2764117	Williams v. North Carolina (1943)	no	
39	3	8	2764117	103084	Sherrer v. Sherrer,334 U.S. 343  (1948)	scotus	2618367	2764117	Davis v. Davis (1938)	no	
39	4	6	2764117	103236	Sherrer v. Sherrer,334 U.S. 343  (1948)	scotus	2618367	2764117	Treinies v. Sunshine Mining Co. (1940)	no	
39	5	5	2764117	95768	Sherrer v. Sherrer,334 U.S. 343  (1948)	scotus	2618367	2764117	Andrews v. Andrews (1903)	yes	
